customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
2391-SOORI,Male,,,,,,,,,,,,,,,,,,,
2391-SOORI,Male,,,,,,,,,,,,,,,,,,,
2645-QTLMB,Male,,,,,,,,,,,,,,,,,,,
4592-IWTJI,Female,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Female,,,,,,,,,,,,,,,,,,,
4806-HIPDW,Female,,,,,,,,,,,,,,,,,,,
4424-TKOPW,Male,,,,,,,,,,,,,,,,,,,
3803-KMQFW,Female,,,,,,,,,,,,,,,,,,,
8443-ZRDBZ,Male,,,,,,,,,,,,,,,,,,,
8443-ZRDBZ,Female,,,,,,,,,,,,,,,,,,,
9136-ALYBR,Male,,,,,,,,,,,,,,,,,,,
3803-KMQFW,Female,,,,,,,,,,,,,,,,,,,
0031-PVLZI,Female,,,,,,,,,,,,,,,,,,,
7479-NITWS,Female,,,,,,,,,,,,,,,,,,,
0516-VRYBW,Female,,,,,,,,,,,,,,,,,,,
6861-OKBCE,Female,,,,,,,,,,,,,,,,,,,
5515-IDEJJ,Female,,,,,,,,,,,,,,,,,,,
4201-JMNGR,Male,,,,,,,,,,,,,,,,,,,
5960-WPXQM,Female,,,,,,,,,,,,,,,,,,,
5960-WPXQM,Male,,,,,,,,,,,,,,,,,,,
0684-AOSIH,Female,,,,,,,,,,,,,,,,,,,
6861-OKBCE,Male,,,,,,,,,,,,,,,,,,,
5688-KZTSN,Male,,,,,,,,,,,,,,,,,,,
8260-NGFNY,Female,,,,,,,,,,,,,,,,,,,
0516-VRYBW,Female,,,,,,,,,,,,,,,,,,,
6532-YLWSI,Female,,,,,,,,,,,,,,,,,,,
4713-LZDRV,Female,,,,,,,,,,,,,,,,,,,
8631-NBHFZ,Female,,,,,,,,,,,,,,,,,,,
4958-XCBDQ,Male,,,,,,,,,,,,,,,,,,,
4958-XCBDQ,Female,,,,,,,,,,,,,,,,,,,
8337-UPOAQ,Male,,,,,,,,,,,,,,,,,,,
7359-SSBJK,Female,,,,,,,,,,,,,,,,,,,
6834-NXDCA,Female,,,,,,,,,,,,,,,,,,,
5650-VDUDS,Male,,,,,,,,,,,,,,,,,,,
0032-PGELS,Female,,,,,,,,,,,,,,,,,,,
6598-RFFVI,Male,,,,,,,,,,,,,,,,,,,
3400-ESFUW,Female,,,,,,,,,,,,,,,,,,,
6712-OAWRH,Female,,,,,,,,,,,,,,,,,,,
8614-VGMMV,Female,,,,,,,,,,,,,,,,,,,
8614-VGMMV,Female,,,,,,,,,,,,,,,,,,,
2930-UOTMB,Male,,,,,,,,,,,,,,,,,,,
2930-UOTMB,Male,,,,,,,,,,,,,,,,,,,
5180-UCIIQ,Male,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
2533-QVMSK,Male,,,,,,,,,,,,,,,,,,,
2533-QVMSK,Female,,,,,,,,,,,,,,,,,,,
7812-FZHPE,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Male,,,,,,,,,,,,,,,,,,,
0870-VEMYL,Male,,,,,,,,,,,,,,,,,,,
8625-AZYZY,Male,,,,,,,,,,,,,,,,,,,
4106-HADHQ,Male,,,,,,,,,,,,,,,,,,,
9306-CPCBC,Male,,,,,,,,,,,,,,,,,,,
5515-IDEJJ,Male,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
8869-TORSS,Female,,,,,,,,,,,,,,,,,,,
8374-XGEJJ,Female,,,,,,,,,,,,,,,,,,,
2656-TABEH,Male,,,,,,,,,,,,,,,,,,,
6861-OKBCE,Female,,,,,,,,,,,,,,,,,,,
6946-LMSQS,Female,,,,,,,,,,,,,,,,,,,
6946-LMSQS,Male,,,,,,,,,,,,,,,,,,,
5673-TIYIB,Male,,,,,,,,,,,,,,,,,,,
2325-ZUSFD,Female,,,,,,,,,,,,,,,,,,,
0032-PGELS,Female,,,,,,,,,,,,,,,,,,,
3932-CMDTD,Female,,,,,,,,,,,,,,,,,,,
8869-TORSS,Male,,,,,,,,,,,,,,,,,,,
4039-HEUNW,Male,,,,,,,,,,,,,,,,,,,
6207-WIOLX,Female,,,,,,,,,,,,,,,,,,,
0812-WUPTB,Female,,,,,,,,,,,,,,,,,,,
3594-UVONA,Male,,,,,,,,,,,,,,,,,,,
0607-DAAHE,Male,,,,,,,,,,,,,,,,,,,
0004-TLHLJ,Female,,,,,,,,,,,,,,,,,,,
0004-TLHLJ,Male,,,,,,,,,,,,,,,,,,,
5510-BOIUJ,Male,,,,,,,,,,,,,,,,,,,
5510-BOIUJ,Male,,,,,,,,,,,,,,,,,,,
4817-VYYWS,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
0203-HHYIJ,Male,,,,,,,,,,,,,,,,,,,
5154-VEKBL,Female,,,,,,,,,,,,,,,,,,,
5299-SJCZT,Male,,,,,,,,,,,,,,,,,,,
5299-SJCZT,Female,,,,,,,,,,,,,,,,,,,
2403-BCASL,Male,,,,,,,,,,,,,,,,,,,
4193-ORFCL,Female,,,,,,,,,,,,,,,,,,,
4488-PSYCG,Male,,,,,,,,,,,,,,,,,,,
2898-LSJGD,Female,,,,,,,,,,,,,,,,,,,
0568-ONFPC,Male,,,,,,,,,,,,,,,,,,,
7359-PTSXY,Female,,,,,,,,,,,,,,,,,,,
2898-LSJGD,Female,,,,,,,,,,,,,,,,,,,
3594-UVONA,Female,,,,,,,,,,,,,,,,,,,
6086-ESGRL,Female,,,,,,,,,,,,,,,,,,,
6086-ESGRL,Female,,,,,,,,,,,,,,,,,,,
3886-CERTZ,Female,,,,,,,,,,,,,,,,,,,
4139-SUGLD,Male,,,,,,,,,,,,,,,,,,,
5759-RCVCB,Male,,,,,,,,,,,,,,,,,,,
6770-XUAGN,Female,,,,,,,,,,,,,,,,,,,
2565-JSLRY,Male,,,,,,,,,,,,,,,,,,,
0568-ONFPC,Male,,,,,,,,,,,,,,,,,,,
8938-UMKPI,Female,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
0991-BRRFB,Male,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Male,,,,,,,,,,,,,,,,,,,
6207-WIOLX,Male,,,,,,,,,,,,,,,,,,,
3871-IKPYH,Male,,,,,,,,,,,,,,,,,,,
6319-IEJWJ,Female,,,,,,,,,,,,,,,,,,,
2930-UOTMB,Female,,,,,,,,,,,,,,,,,,,
8035-BUYVG,Male,,,,,,,,,,,,,,,,,,,
9025-AOMKI,Male,,,,,,,,,,,,,,,,,,,
7812-FZHPE,Male,,,,,,,,,,,,,,,,,,,
5275-SQEIZ,Female,,,,,,,,,,,,,,,,,,,
7716-YTYHG,Female,,,,,,,,,,,,,,,,,,,
5143-WMWOG,Male,,,,,,,,,,,,,,,,,,,
8260-NGFNY,Female,,,,,,,,,,,,,,,,,,,
4390-KYULV,Male,,,,,,,,,,,,,,,,,,,
4895-TMWIR,Male,,,,,,,,,,,,,,,,,,,
1304-NECVQ,Female,,,,,,,,,,,,,,,,,,,
8945-GRKHX,Female,,,,,,,,,,,,,,,,,,,
8740-XLHDR,Male,,,,,,,,,,,,,,,,,,,
6959-UWKHF,Female,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Male,,,,,,,,,,,,,,,,,,,
1043-YCUTE,Female,,,,,,,,,,,,,,,,,,,
3815-SLMEF,Female,,,,,,,,,,,,,,,,,,,
5154-VEKBL,Female,,,,,,,,,,,,,,,,,,,
5154-VEKBL,Female,,,,,,,,,,,,,,,,,,,
8631-NBHFZ,Male,,,,,,,,,,,,,,,,,,,
5655-JSMZM,Male,,,,,,,,,,,,,,,,,,,
4505-EXZHB,Female,,,,,,,,,,,,,,,,,,,
4505-EXZHB,Female,,,,,,,,,,,,,,,,,,,
4587-VVTOX,Male,,,,,,,,,,,,,,,,,,,
4587-VVTOX,Female,,,,,,,,,,,,,,,,,,,
6635-MYYYZ,Male,,,,,,,,,,,,,,,,,,,
6861-OKBCE,Female,,,,,,,,,,,,,,,,,,,
5510-BOIUJ,Female,,,,,,,,,,,,,,,,,,,
8972-HJWNV,Female,,,,,,,,,,,,,,,,,,,
8515-OCTJS,Male,,,,,,,,,,,,,,,,,,,
8515-OCTJS,Female,,,,,,,,,,,,,,,,,,,
5294-CDGWY,Male,,,,,,,,,,,,,,,,,,,
5515-IDEJJ,Female,,,,,,,,,,,,,,,,,,,
5261-QSHQM,Male,,,,,,,,,,,,,,,,,,,
5261-QSHQM,Female,,,,,,,,,,,,,,,,,,,
8868-WOZGU,Male,,,,,,,,,,,,,,,,,,,
4592-IWTJI,Male,,,,,,,,,,,,,,,,,,,
1334-FJSVR,Female,,,,,,,,,,,,,,,,,,,
2667-WYLWJ,Male,,,,,,,,,,,,,,,,,,,
7625-XCQRH,Male,,,,,,,,,,,,,,,,,,,
5294-CDGWY,Female,,,,,,,,,,,,,,,,,,,
1731-TVIUK,Male,,,,,,,,,,,,,,,,,,,
5515-IDEJJ,Male,,,,,,,,,,,,,,,,,,,
4139-SUGLD,Female,,,,,,,,,,,,,,,,,,,
5510-BOIUJ,Female,,,,,,,,,,,,,,,,,,,
3870-MQAMG,Male,,,,,,,,,,,,,,,,,,,
6397-JNZZG,Female,,,,,,,,,,,,,,,,,,,
8580-QVLOC,Female,,,,,,,,,,,,,,,,,,,
5294-CDGWY,Female,,,,,,,,,,,,,,,,,,,
2091-MJTFX,Female,,,,,,,,,,,,,,,,,,,
2565-JSLRY,Male,,,,,,,,,,,,,,,,,,,
2667-WYLWJ,Female,,,,,,,,,,,,,,,,,,,
6689-KXGBO,Male,,,,,,,,,,,,,,,,,,,
0516-VRYBW,Female,,,,,,,,,,,,,,,,,,,
0031-PVLZI,Female,,,,,,,,,,,,,,,,,,,
2592-SEIFQ,Male,,,,,,,,,,,,,,,,,,,
4255-DDUOU,Female,,,,,,,,,,,,,,,,,,,
2984-MIIZL,Male,,,,,,,,,,,,,,,,,,,
2321-OMBXY,Male,,,,,,,,,,,,,,,,,,,
0203-HHYIJ,Male,,,,,,,,,,,,,,,,,,,
5590-YRFJT,Male,,,,,,,,,,,,,,,,,,,
3677-TNKIO,Female,,,,,,,,,,,,,,,,,,,
3677-TNKIO,Male,,,,,,,,,,,,,,,,,,,
4895-TMWIR,Female,,,,,,,,,,,,,,,,,,,
9667-EQRXU,Female,,,,,,,,,,,,,,,,,,,
0607-DAAHE,Male,,,,,,,,,,,,,,,,,,,
0568-ONFPC,Male,,,,,,,,,,,,,,,,,,,
2873-ZLIWT,Male,,,,,,,,,,,,,,,,,,,
2873-ZLIWT,Female,,,,,,,,,,,,,,,,,,,
8740-XLHDR,Male,,,,,,,,,,,,,,,,,,,
8740-XLHDR,Male,,,,,,,,,,,,,,,,,,,
6207-WIOLX,Female,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Female,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
5515-IDEJJ,Female,,,,,,,,,,,,,,,,,,,
7239-HZZCX,Female,,,,,,,,,,,,,,,,,,,
7239-HZZCX,Male,,,,,,,,,,,,,,,,,,,
7683-CBDKJ,Male,,,,,,,,,,,,,,,,,,,
7083-YNSKY,Male,,,,,,,,,,,,,,,,,,,
0607-DAAHE,Male,,,,,,,,,,,,,,,,,,,
0946-CLJTI,Male,,,,,,,,,,,,,,,,,,,
1112-CUNAO,Female,,,,,,,,,,,,,,,,,,,
2187-LZGPL,Female,,,,,,,,,,,,,,,,,,,
7665-TOALD,Male,,,,,,,,,,,,,,,,,,,
5515-IDEJJ,Male,,,,,,,,,,,,,,,,,,,
2189-WWOEW,Male,,,,,,,,,,,,,,,,,,,
0112-QWPNC,Female,,,,,,,,,,,,,,,,,,,
6323-AYBRX,Female,,,,,,,,,,,,,,,,,,,
0324-BRPCJ,Male,,,,,,,,,,,,,,,,,,,
2777-PHDEI,Female,,,,,,,,,,,,,,,,,,,
2777-PHDEI,Female,,,,,,,,,,,,,,,,,,,
4946-EDSEW,Male,,,,,,,,,,,,,,,,,,,
7853-GVUDZ,Female,,,,,,,,,,,,,,,,,,,
4282-YMKNA,Female,,,,,,,,,,,,,,,,,,,
4282-YMKNA,Female,,,,,,,,,,,,,,,,,,,
0032-PGELS,Male,,,,,,,,,,,,,,,,,,,
2898-LSJGD,Female,,,,,,,,,,,,,,,,,,,
9189-JWSHV,Male,,,,,,,,,,,,,,,,,,,
9189-JWSHV,Female,,,,,,,,,,,,,,,,,,,
0746-JTRFU,Male,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Male,,,,,,,,,,,,,,,,,,,
0576-WNXXC,Female,,,,,,,,,,,,,,,,,,,
0576-WNXXC,Male,,,,,,,,,,,,,,,,,,,
4628-CTTLA,Male,,,,,,,,,,,,,,,,,,,
7812-FZHPE,Male,,,,,,,,,,,,,,,,,,,
6158-DWPZT,Female,,,,,,,,,,,,,,,,,,,
2876-VBBBL,Female,,,,,,,,,,,,,,,,,,,
5515-IDEJJ,Male,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
5597-GLBUC,Female,,,,,,,,,,,,,,,,,,,
5597-GLBUC,Male,,,,,,,,,,,,,,,,,,,
2748-MYRVK,Female,,,,,,,,,,,,,,,,,,,
4946-EDSEW,Female,,,,,,,,,,,,,,,,,,,
4822-YCXMX,Female,,,,,,,,,,,,,,,,,,,
4822-YCXMX,Female,,,,,,,,,,,,,,,,,,,
0607-DAAHE,Male,,,,,,,,,,,,,,,,,,,
9821-POOTN,Male,,,,,,,,,,,,,,,,,,,
6559-ILWKJ,Female,,,,,,,,,,,,,,,,,,,
6861-OKBCE,Male,,,,,,,,,,,,,,,,,,,
0031-PVLZI,Male,,,,,,,,,,,,,,,,,,,
4229-CZMLL,Female,,,,,,,,,,,,,,,,,,,
4323-SADQS,Male,,,,,,,,,,,,,,,,,,,
8450-JOVAH,Male,,,,,,,,,,,,,,,,,,,
9025-ZRPVR,Female,,,,,,,,,,,,,,,,,,,
9025-ZRPVR,Male,,,,,,,,,,,,,,,,,,,
3285-UCQVC,Female,,,,,,,,,,,,,,,,,,,
3285-UCQVC,Female,,,,,,,,,,,,,,,,,,,
5482-PLVPE,Female,,,,,,,,,,,,,,,,,,,
6982-UQZLY,Female,,,,,,,,,,,,,,,,,,,
4902-OHLSK,Female,,,,,,,,,,,,,,,,,,,
0378-XSZPU,Male,,,,,,,,,,,,,,,,,,,
0495-ZBNGW,Female,,,,,,,,,,,,,,,,,,,
0495-ZBNGW,Male,,,,,,,,,,,,,,,,,,,
2357-COQEK,Male,,,,,,,,,,,,,,,,,,,
2357-COQEK,Male,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Female,,,,,,,,,,,,,,,,,,,
0516-VRYBW,Female,,,,,,,,,,,,,,,,,,,
0516-VRYBW,Female,,,,,,,,,,,,,,,,,,,
4088-YLDSU,Female,,,,,,,,,,,,,,,,,,,
2034-CGRHZ,Male,,,,,,,,,,,,,,,,,,,
2034-CGRHZ,Female,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Female,,,,,,,,,,,,,,,,,,,
1043-YCUTE,Female,,,,,,,,,,,,,,,,,,,
3325-FUYCG,Male,,,,,,,,,,,,,,,,,,,
7812-FZHPE,Female,,,,,,,,,,,,,,,,,,,
4228-ZGYUW,Male,,,,,,,,,,,,,,,,,,,
4228-ZGYUW,Male,,,,,,,,,,,,,,,,,,,
0516-VRYBW,Female,,,,,,,,,,,,,,,,,,,
5510-BOIUJ,Male,,,,,,,,,,,,,,,,,,,
6416-TVAIH,Male,,,,,,,,,,,,,,,,,,,
6416-TVAIH,Male,,,,,,,,,,,,,,,,,,,
2667-WYLWJ,Female,,,,,,,,,,,,,,,,,,,
7951-QKZPL,Female,,,,,,,,,,,,,,,,,,,
0203-HHYIJ,Male,,,,,,,,,,,,,,,,,,,
3066-RRJIO,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Male,,,,,,,,,,,,,,,,,,,
6715-OFDBP,Male,,,,,,,,,,,,,,,,,,,
1567-DSCIC,Female,,,,,,,,,,,,,,,,,,,
0031-PVLZI,Male,,,,,,,,,,,,,,,,,,,
0203-HHYIJ,Male,,,,,,,,,,,,,,,,,,,
3190-XFANI,Male,,,,,,,,,,,,,,,,,,,
2683-BPJSO,Male,,,,,,,,,,,,,,,,,,,
2683-BPJSO,Female,,,,,,,,,,,,,,,,,,,
2157-MXBJS,Male,,,,,,,,,,,,,,,,,,,
2157-MXBJS,Female,,,,,,,,,,,,,,,,,,,
9360-AHGNL,Male,,,,,,,,,,,,,,,,,,,
9360-AHGNL,Male,,,,,,,,,,,,,,,,,,,
1087-UDSIH,Female,,,,,,,,,,,,,,,,,,,
4139-SUGLD,Female,,,,,,,,,,,,,,,,,,,
5485-WUYWF,Female,,,,,,,,,,,,,,,,,,,
5485-WUYWF,Male,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Male,,,,,,,,,,,,,,,,,,,
3034-ZBEQN,Female,,,,,,,,,,,,,,,,,,,
4946-EDSEW,Female,,,,,,,,,,,,,,,,,,,
5445-PZWGX,Female,,,,,,,,,,,,,,,,,,,
9170-CCKOU,Female,,,,,,,,,,,,,,,,,,,
9170-CCKOU,Male,,,,,,,,,,,,,,,,,,,
6227-HWPWX,Male,,,,,,,,,,,,,,,,,,,
1043-YCUTE,Female,,,,,,,,,,,,,,,,,,,
3814-MLAXC,Female,,,,,,,,,,,,,,,,,,,
3814-MLAXC,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
1226-UDFZR,Female,,,,,,,,,,,,,,,,,,,
6682-QJDGB,Male,,,,,,,,,,,,,,,,,,,
1322-AGOQM,Female,,,,,,,,,,,,,,,,,,,
6982-UQZLY,Female,,,,,,,,,,,,,,,,,,,
5442-UTCVD,Female,,,,,,,,,,,,,,,,,,,
8305-VHZBZ,Male,,,,,,,,,,,,,,,,,,,
1000-AJSLD,Male,,,,,,,,,,,,,,,,,,,
2091-RFFBA,Male,,,,,,,,,,,,,,,,,,,
5294-CDGWY,Female,,,,,,,,,,,,,,,,,,,
2114-MGINA,Male,,,,,,,,,,,,,,,,,,,
4139-SUGLD,Female,,,,,,,,,,,,,,,,,,,
4489-SNOJF,Male,,,,,,,,,,,,,,,,,,,
2332-EFBJY,Male,,,,,,,,,,,,,,,,,,,
6899-PPEEA,Female,,,,,,,,,,,,,,,,,,,
6899-PPEEA,Male,,,,,,,,,,,,,,,,,,,
2187-LZGPL,Female,,,,,,,,,,,,,,,,,,,
2187-LZGPL,Female,,,,,,,,,,,,,,,,,,,
1218-VKFPE,Male,,,,,,,,,,,,,,,,,,,
4597-NUCQV,Male,,,,,,,,,,,,,,,,,,,
9019-QVLZD,Female,,,,,,,,,,,,,,,,,,,
2667-WYLWJ,Female,,,,,,,,,,,,,,,,,,,
9063-ZGTUY,Female,,,,,,,,,,,,,,,,,,,
3707-LRWZD,Female,,,,,,,,,,,,,,,,,,,
1455-ESIQH,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
2979-SXESE,Male,,,,,,,,,,,,,,,,,,,
2979-SXESE,Female,,,,,,,,,,,,,,,,,,,
7812-FZHPE,Male,,,,,,,,,,,,,,,,,,,
4013-TLDHQ,Male,,,,,,,,,,,,,,,,,,,
0031-PVLZI,Male,,,,,,,,,,,,,,,,,,,
7812-FZHPE,Female,,,,,,,,,,,,,,,,,,,
7130-VTEWQ,Female,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
0117-LFRMW,Female,,,,,,,,,,,,,,,,,,,
6121-VZNQB,Female,,,,,,,,,,,,,,,,,,,
7903-CMPEY,Female,,,,,,,,,,,,,,,,,,,
6861-OKBCE,Male,,,,,,,,,,,,,,,,,,,
7812-FZHPE,Female,,,,,,,,,,,,,,,,,,,
6996-KNSML,Female,,,,,,,,,,,,,,,,,,,
8580-QVLOC,Female,,,,,,,,,,,,,,,,,,,
1704-NRWYE,Female,,,,,,,,,,,,,,,,,,,
4255-DDUOU,Female,,,,,,,,,,,,,,,,,,,
2592-SEIFQ,Male,,,,,,,,,,,,,,,,,,,
7481-ATQQS,Male,,,,,,,,,,,,,,,,,,,
7481-ATQQS,Female,,,,,,,,,,,,,,,,,,,
6302-JGYRJ,Female,,,,,,,,,,,,,,,,,,,
8642-GVWRF,Female,,,,,,,,,,,,,,,,,,,
3400-ESFUW,Male,,,,,,,,,,,,,,,,,,,
7083-YNSKY,Male,,,,,,,,,,,,,,,,,,,
2057-ZBLPD,Male,,,,,,,,,,,,,,,,,,,
5510-BOIUJ,Female,,,,,,,,,,,,,,,,,,,
5502-RLUYV,Female,,,,,,,,,,,,,,,,,,,
0203-HHYIJ,Male,,,,,,,,,,,,,,,,,,,
3803-KMQFW,Male,,,,,,,,,,,,,,,,,,,
2667-WYLWJ,Male,,,,,,,,,,,,,,,,,,,
9039-RBEEE,Female,,,,,,,,,,,,,,,,,,,
9039-RBEEE,Female,,,,,,,,,,,,,,,,,,,
8417-FMLZI,Male,,,,,,,,,,,,,,,,,,,
4597-ELFTS,Male,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Male,,,,,,,,,,,,,,,,,,,
1792-UXAFY,Female,,,,,,,,,,,,,,,,,,,
0515-YPMCW,Male,,,,,,,,,,,,,,,,,,,
6635-MYYYZ,Female,,,,,,,,,,,,,,,,,,,
0378-XSZPU,Male,,,,,,,,,,,,,,,,,,,
0378-XSZPU,Male,,,,,,,,,,,,,,,,,,,
4729-XKASR,Male,,,,,,,,,,,,,,,,,,,
4729-XKASR,Male,,,,,,,,,,,,,,,,,,,
2955-PSXOE,Male,,,,,,,,,,,,,,,,,,,
5449-FIBXJ,Male,,,,,,,,,,,,,,,,,,,
9170-GYZJC,Female,,,,,,,,,,,,,,,,,,,
9837-BMCLM,Male,,,,,,,,,,,,,,,,,,,
6543-CPZMK,Male,,,,,,,,,,,,,,,,,,,
0137-UDEUO,Male,,,,,,,,,,,,,,,,,,,
6161-UUUTA,Male,,,,,,,,,,,,,,,,,,,
8580-QVLOC,Female,,,,,,,,,,,,,,,,,,,
4895-TMWIR,Female,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
2667-WYLWJ,Male,,,,,,,,,,,,,,,,,,,
4925-LMHOK,Female,,,,,,,,,,,,,,,,,,,
6861-OKBCE,Female,,,,,,,,,,,,,,,,,,,
0607-DAAHE,Male,,,,,,,,,,,,,,,,,,,
8280-MQRQN,Female,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Female,,,,,,,,,,,,,,,,,,,
0516-VRYBW,Female,,,,,,,,,,,,,,,,,,,
5577-OTWWW,Female,,,,,,,,,,,,,,,,,,,
3178-FESZO,Female,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
6087-MVHJH,Female,,,,,,,,,,,,,,,,,,,
4603-JANFB,Male,,,,,,,,,,,,,,,,,,,
4603-JANFB,Female,,,,,,,,,,,,,,,,,,,
7812-FZHPE,Male,,,,,,,,,,,,,,,,,,,
2667-WYLWJ,Male,,,,,,,,,,,,,,,,,,,
4806-KEXQR,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
7083-YNSKY,Female,,,,,,,,,,,,,,,,,,,
7083-YNSKY,Female,,,,,,,,,,,,,,,,,,,
2479-BRAMR,Male,,,,,,,,,,,,,,,,,,,
2321-OMBXY,Male,,,,,,,,,,,,,,,,,,,
2898-LSJGD,Female,,,,,,,,,,,,,,,,,,,
7434-SHXLS,Male,,,,,,,,,,,,,,,,,,,
7908-QCBCA,Female,,,,,,,,,,,,,,,,,,,
7908-QCBCA,Female,,,,,,,,,,,,,,,,,,,
6711-FLDFB,Male,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Male,,,,,,,,,,,,,,,,,,,
5294-CDGWY,Female,,,,,,,,,,,,,,,,,,,
3714-JTVOV,Female,,,,,,,,,,,,,,,,,,,
0568-ONFPC,Female,,,,,,,,,,,,,,,,,,,
4702-IOQDC,Male,,,,,,,,,,,,,,,,,,,
6598-RFFVI,Female,,,,,,,,,,,,,,,,,,,
6532-YLWSI,Female,,,,,,,,,,,,,,,,,,,
0516-VRYBW,Male,,,,,,,,,,,,,,,,,,,
1264-BYWMS,Male,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
3703-VAVCL,Female,,,,,,,,,,,,,,,,,,,
2013-SGDXK,Male,,,,,,,,,,,,,,,,,,,
2013-SGDXK,Female,,,,,,,,,,,,,,,,,,,
8062-YBDOE,Male,,,,,,,,,,,,,,,,,,,
8580-QVLOC,Male,,,,,,,,,,,,,,,,,,,
2012-NWRPA,Female,,,,,,,,,,,,,,,,,,,
2012-NWRPA,Male,,,,,,,,,,,,,,,,,,,
8808-ELEHO,Male,,,,,,,,,,,,,,,,,,,
8808-ELEHO,Male,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Male,,,,,,,,,,,,,,,,,,,
0607-DAAHE,Male,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Male,,,,,,,,,,,,,,,,,,,
7614-QVWQL,Male,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Female,,,,,,,,,,,,,,,,,,,
1383-EZRWL,Male,,,,,,,,,,,,,,,,,,,
2839-RFSQE,Male,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
4464-JCOLN,Female,,,,,,,,,,,,,,,,,,,
4083-EUGRJ,Male,,,,,,,,,,,,,,,,,,,
6598-RFFVI,Male,,,,,,,,,,,,,,,,,,,
3428-XZMAZ,Male,,,,,,,,,,,,,,,,,,,
3428-XZMAZ,Female,,,,,,,,,,,,,,,,,,,
0378-TOVMS,Female,,,,,,,,,,,,,,,,,,,
0378-TOVMS,Female,,,,,,,,,,,,,,,,,,,
4355-HBJHH,Female,,,,,,,,,,,,,,,,,,,
2223-KAGMX,Female,,,,,,,,,,,,,,,,,,,
2403-BCASL,Male,,,,,,,,,,,,,,,,,,,
4390-KYULV,Male,,,,,,,,,,,,,,,,,,,
0318-QUUOB,Male,,,,,,,,,,,,,,,,,,,
8515-OCTJS,Female,,,,,,,,,,,,,,,,,,,
5520-FVEWJ,Female,,,,,,,,,,,,,,,,,,,
0278-YXOOG,Male,,,,,,,,,,,,,,,,,,,
4139-SUGLD,Male,,,,,,,,,,,,,,,,,,,
4139-SUGLD,Female,,,,,,,,,,,,,,,,,,,
0031-PVLZI,Male,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
5515-IDEJJ,Male,,,,,,,,,,,,,,,,,,,
2898-LSJGD,Female,,,,,,,,,,,,,,,,,,,
1024-GUALD,Male,,,,,,,,,,,,,,,,,,,
2933-FILNV,Male,,,,,,,,,,,,,,,,,,,
1038-ZAGBI,Female,,,,,,,,,,,,,,,,,,,
7639-SUPCW,Female,,,,,,,,,,,,,,,,,,,
8631-NBHFZ,Male,,,,,,,,,,,,,,,,,,,
